season,year,month,hour,holiday,weekday,workingday,weather,temp,feel_temp,humidity,windspeed,count
spring,2011,1,21,0,1,1,clear,-1.42,-7.0,59.0,13.0,38
spring,2011,1,22,0,1,1,clear,-1.42,-6.0,59.0,11.0,24
spring,2011,1,23,0,1,1,clear,-1.42,-6.0,59.0,11.0,18
spring,2011,1,0,0,2,1,clear,-1.42,-5.0,59.0,7.0,12
spring,2011,1,1,0,2,1,clear,-1.42,-6.0,59.0,11.0,3
spring,2011,1,2,0,2,1,misty,-0.48,-6.0,55.0,13.0,3
spring,2011,1,5,0,2,1,misty,-0.48,-4.0,55.0,9.0,6
spring,2011,1,6,0,2,1,misty,-0.48,-4.0,55.0,9.0,27
spring,2011,1,7,0,2,1,misty,-0.48,-1.0,55.0,0.0,99
spring,2011,1,8,0,2,1,misty,0.46,-2.0,51.0,6.0,217
spring,2011,1,9,0,2,1,misty,0.46,-3.0,51.0,11.0,130
spring,2011,1,10,0,2,1,misty,1.4,-2.0,51.0,11.0,54
spring,2011,1,11,0,2,1,misty,1.4,-2.0,47.0,9.0,35
spring,2011,1,12,0,2,1,misty,1.4,-1.0,51.0,7.0,57
spring,2011,1,13,0,2,1,misty,1.4,-1.0,59.0,6.0,52
spring,2011,1,14,0,2,1,misty,1.4,-1.0,59.0,6.0,63
spring,2011,1,15,0,2,1,misty,-0.48,-3.0,80.0,6.0,47
spring,2011,1,16,0,2,1,misty,-0.48,-6.0,86.0,15.0,76
spring,2011,1,17,0,2,1,misty,-0.48,-6.0,86.0,15.0,136
spring,2011,1,18,0,2,1,rain,-0.48,-4.0,93.0,7.0,95
spring,2011,1,19,0,2,1,rain,-0.48,-1.0,93.0,0.0,51
spring,2011,1,20,0,2,1,rain,-0.48,-6.0,93.0,13.0,32
spring,2011,1,21,0,2,1,rain,-0.48,-3.0,86.0,6.0,20
spring,2011,1,22,0,2,1,rain,-0.48,-4.0,93.0,7.0,29
spring,2011,1,23,0,2,1,rain,-0.48,-3.0,93.0,6.0,19
spring,2011,1,0,0,3,1,misty,-0.48,-3.0,86.0,6.0,7
spring,2011,1,1,0,3,1,misty,-0.48,-4.0,86.0,7.0,6
spring,2011,1,2,0,3,1,clear,-1.42,-6.0,86.0,9.0,1
spring,2011,1,5,0,3,1,clear,-1.42,-6.0,86.0,11.0,5
spring,2011,1,6,0,3,1,clear,-2.36,-6.0,93.0,9.0,16
spring,2011,1,7,0,3,1,clear,-1.42,-6.0,69.0,9.0,54
spring,2011,1,8,0,3,1,clear,-0.48,-5.0,59.0,11.0,128
spring,2011,1,9,0,3,1,clear,-0.48,-7.0,59.0,22.0,81
spring,2011,1,10,0,3,1,clear,0.46,-4.0,55.0,15.0,39
spring,2011,1,11,0,3,1,clear,1.4,-4.0,51.0,26.0,35
spring,2011,1,12,0,3,1,clear,1.4,-6.0,47.0,39.0,55
spring,2011,1,13,0,3,1,clear,2.34,-3.0,44.0,24.0,49
spring,2011,1,14,0,3,1,clear,1.4,-4.0,47.0,22.0,44
spring,2011,1,15,0,3,1,clear,1.4,-5.0,47.0,28.0,49
spring,2011,1,16,0,3,1,clear,2.34,-3.0,44.0,22.0,68
spring,2011,1,17,0,3,1,clear,1.4,-4.0,47.0,24.0,139
spring,2011,1,18,0,3,1,clear,1.4,-6.0,47.0,35.0,137
spring,2011,1,19,0,3,1,clear,0.46,-6.0,47.0,28.0,83
spring,2011,1,20,0,3,1,clear,-0.48,-7.0,50.0,22.0,56
spring,2011,1,21,0,3,1,clear,-0.48,-7.0,55.0,22.0,57
spring,2011,1,22,0,3,1,clear,-0.48,-8.0,55.0,30.0,33
spring,2011,1,23,0,3,1,clear,-1.42,-9.0,59.0,28.0,20
spring,2011,1,0,0,4,1,clear,-1.42,-8.0,59.0,19.0,7
spring,2011,1,1,0,4,1,clear,-1.42,-8.0,50.0,19.0,2
spring,2011,1,2,0,4,1,clear,-1.42,-8.0,50.0,24.0,2
spring,2011,1,3,0,4,1,clear,-1.42,-8.0,50.0,22.0,3
spring,2011,1,4,0,4,1,clear,-1.42,-8.0,50.0,17.0,4
spring,2011,1,5,0,4,1,clear,-1.42,-8.0,50.0,20.0,3
spring,2011,1,6,0,4,1,clear,-2.36,-6.0,54.0,9.0,28
spring,2011,1,7,0,4,1,clear,-2.36,-6.0,54.0,9.0,72
spring,2011,1,8,0,4,1,clear,-1.42,-7.0,50.0,13.0,202
spring,2011,1,9,0,4,1,clear,-1.42,-8.0,50.0,22.0,139
spring,2011,1,10,0,4,1,misty,-0.48,-7.0,50.0,24.0,38
spring,2011,1,11,0,4,1,misty,1.4,-5.0,44.0,30.0,37
spring,2011,1,12,0,4,1,clear,1.4,-5.0,44.0,28.0,52
spring,2011,1,13,0,4,1,clear,2.34,-3.0,41.0,30.0,83
spring,2011,1,14,0,4,1,clear,2.34,-3.0,41.0,26.0,42
spring,2011,1,15,0,4,1,clear,3.28,-2.0,38.0,20.0,60
spring,2011,1,16,0,4,1,clear,3.28,-2.0,38.0,24.0,78
spring,2011,1,17,0,4,1,clear,1.4,-4.0,40.0,19.0,162
spring,2011,1,18,0,4,1,clear,1.4,-4.0,40.0,22.0,144
spring,2011,1,19,0,4,1,clear,-0.48,-6.0,47.0,17.0,99
spring,2011,1,20,0,4,1,clear,-0.48,-6.0,47.0,15.0,64
spring,2011,1,21,0,4,1,clear,-1.42,-8.0,46.0,20.0,40
spring,2011,1,22,0,4,1,clear,-1.42,-8.0,46.0,22.0,30
spring,2011,1,23,0,4,1,clear,-2.36,-7.0,50.0,13.0,15
spring,2011,1,0,0,5,1,clear,-2.36,-7.0,50.0,13.0,14
spring,2011,1,1,0,5,1,clear,-3.3,-8.0,54.0,11.0,5
spring,2011,1,2,0,5,1,clear,-3.3,-8.0,54.0,9.0,1
spring,2011,1,3,0,5,1,clear,-3.3,-7.0,54.0,7.0,1
spring,2011,1,5,0,5,1,clear,-3.3,-7.0,54.0,6.0,8
spring,2011,1,6,0,5,1,clear,-3.3,-4.0,54.0,0.0,17
spring,2011,1,7,0,5,1,clear,-3.3,-8.0,74.0,11.0,70
spring,2011,1,8,0,5,1,clear,-2.36,-5.0,68.0,0.0,158
spring,2011,1,9,0,5,1,clear,-1.42,-6.0,69.0,9.0,117
spring,2011,1,10,0,5,1,clear,0.46,-4.0,55.0,13.0,44
spring,2011,1,11,0,5,1,clear,0.46,-5.0,51.0,19.0,53
spring,2011,1,12,0,5,1,clear,1.4,-3.0,44.0,17.0,61
spring,2011,1,13,0,5,1,clear,2.34,-3.0,37.0,26.0,77
spring,2011,1,14,0,5,1,clear,2.34,-2.0,41.0,19.0,64
spring,2011,1,15,0,5,1,clear,3.28,-0.0,38.0,11.0,68
spring,2011,1,16,0,5,1,clear,2.34,-0.0,41.0,7.0,90
spring,2011,1,17,0,5,1,clear,2.34,-1.0,41.0,11.0,159
spring,2011,1,18,0,5,1,clear,1.4,1.0,47.0,0.0,139
spring,2011,1,19,0,5,1,clear,-0.48,-3.0,59.0,6.0,92
spring,2011,1,20,0,5,1,clear,0.46,-0.0,59.0,0.0,68
spring,2011,1,21,0,5,1,clear,-0.48,-1.0,69.0,0.0,52
spring,2011,1,22,0,5,1,misty,-0.48,-1.0,69.0,0.0,36
spring,2011,1,23,0,5,1,misty,0.46,-0.0,55.0,0.0,27
spring,2011,1,0,0,6,0,clear,0.46,-0.0,55.0,0.0,28
spring,2011,1,1,0,6,0,misty,-0.48,-3.0,59.0,6.0,20
spring,2011,1,2,0,6,0,misty,-0.48,-3.0,59.0,6.0,12
spring,2011,1,3,0,6,0,misty,-0.48,-1.0,59.0,0.0,8
spring,2011,1,4,0,6,0,misty,-0.48,-1.0,59.0,0.0,5
spring,2011,1,5,0,6,0,clear,-0.48,-1.0,59.0,0.0,1
spring,2011,1,6,0,6,0,clear,-1.42,-5.0,63.0,7.0,3
spring,2011,1,7,0,6,0,clear,-1.42,-2.0,63.0,0.0,10
spring,2011,1,8,0,6,0,clear,-1.42,-6.0,63.0,9.0,23
spring,2011,1,9,0,6,0,clear,-0.48,-4.0,64.0,9.0,33
spring,2011,1,10,0,6,0,clear,0.46,-3.0,59.0,11.0,59
spring,2011,1,11,0,6,0,clear,1.4,-3.0,55.0,15.0,72
spring,2011,1,12,0,6,0,clear,3.28,-1.0,48.0,15.0,89
spring,2011,1,13,0,6,0,clear,5.16,1.0,38.0,20.0,101
spring,2011,1,14,0,6,0,clear,6.1,3.0,39.0,19.0,118
spring,2011,1,15,0,6,0,misty,7.04,5.0,36.0,13.0,129
spring,2011,1,16,0,6,0,misty,7.98,6.0,34.0,13.0,128
spring,2011,1,17,0,6,0,misty,7.04,4.0,36.0,19.0,83
spring,2011,1,18,0,6,0,misty,6.1,3.0,45.0,17.0,84
spring,2011,1,19,0,6,0,misty,7.04,4.0,39.0,17.0,74
spring,2011,1,20,0,6,0,misty,7.04,4.0,39.0,17.0,41
spring,2011,1,21,0,6,0,misty,7.04,4.0,39.0,15.0,57
spring,2011,1,22,0,6,0,misty,6.1,5.0,42.0,7.0,26
spring,2011,1,23,0,6,0,clear,6.1,3.0,45.0,19.0,44
spring,2011,1,0,0,0,0,clear,4.22,4.0,56.0,0.0,39
spring,2011,1,1,0,0,0,clear,4.22,2.0,56.0,9.0,23
spring,2011,1,2,0,0,0,clear,4.22,3.0,56.0,6.0,16
spring,2011,1,3,0,0,0,clear,2.34,2.0,69.0,0.0,15
spring,2011,1,4,0,0,0,clear,4.22,1.0,56.0,11.0,1
spring,2011,1,5,0,0,0,misty,4.22,1.0,56.0,11.0,2
spring,2011,1,6,0,0,0,misty,4.22,1.0,56.0,11.0,1
spring,2011,1,7,0,0,0,misty,3.28,-2.0,56.0,20.0,3
spring,2011,1,8,0,0,0,clear,2.34,-2.0,55.0,19.0,18
spring,2011,1,9,0,0,0,clear,2.34,-2.0,51.0,17.0,32
spring,2011,1,10,0,0,0,clear,2.34,-2.0,51.0,19.0,79
spring,2011,1,11,0,0,0,clear,3.28,-1.0,44.0,17.0,93
spring,2011,1,12,0,0,0,clear,3.28,-2.0,41.0,19.0,104
spring,2011,1,13,0,0,0,clear,4.22,-1.0,35.0,20.0,118
spring,2011,1,14,0,0,0,clear,5.16,2.0,36.0,17.0,91
spring,2011,1,15,0,0,0,clear,4.22,-0.0,38.0,17.0,113
